iso3,country,year,indicator,value
LAO,Lao PDR,1992,gdp_per_capita_usd,247.345286150532
LAO,Lao PDR,1993,gdp_per_capita_usd,283.400573286349
LAO,Lao PDR,1994,gdp_per_capita_usd,320.968128951646
LAO,Lao PDR,1995,gdp_per_capita_usd,357.758162193406
LAO,Lao PDR,1996,gdp_per_capita_usd,371.341879197673
LAO,Lao PDR,1997,gdp_per_capita_usd,339.09319241187
LAO,Lao PDR,1998,gdp_per_capita_usd,243.923962451418
LAO,Lao PDR,1999,gdp_per_capita_usd,272.325307005412
LAO,Lao PDR,2000,gdp_per_capita_usd,318.749852236965
LAO,Lao PDR,2001,gdp_per_capita_usd,320.316005439568
LAO,Lao PDR,2002,gdp_per_capita_usd,313.350817148131
LAO,Lao PDR,2003,gdp_per_capita_usd,355.097216151461
LAO,Lao PDR,2004,gdp_per_capita_usd,409.296298284117
LAO,Lao PDR,2005,gdp_per_capita_usd,466.061506997741
LAO,Lao PDR,2006,gdp_per_capita_usd,579.391947440719
LAO,Lao PDR,2007,gdp_per_capita_usd,697.323013673925
LAO,Lao PDR,2008,gdp_per_capita_usd,885.747376088762
LAO,Lao PDR,2009,gdp_per_capita_usd,935.03237283283
LAO,Lao PDR,2010,gdp_per_capita_usd,1125.91610151261
LAO,Lao PDR,2011,gdp_per_capita_usd,1361.54704394913
LAO,Lao PDR,2012,gdp_per_capita_usd,1563.5650771337
LAO,Lao PDR,2013,gdp_per_capita_usd,1812.51774424651
LAO,Lao PDR,2014,gdp_per_capita_usd,1981.03910900473
LAO,Lao PDR,2015,gdp_per_capita_usd,2121.01339097363
LAO,Lao PDR,2016,gdp_per_capita_usd,2303.22156035363
LAO,Lao PDR,2017,gdp_per_capita_usd,2432.43059478511
LAO,Lao PDR,2018,gdp_per_capita_usd,2545.1075420815
LAO,Lao PDR,2019,gdp_per_capita_usd,2589.32081035237
LAO,Lao PDR,2020,gdp_per_capita_usd,2583.77730696131
LAO,Lao PDR,2021,gdp_per_capita_usd,2526.05105018529
LAO,Lao PDR,2022,gdp_per_capita_usd,2046.40440255621
LAO,Lao PDR,2023,gdp_per_capita_usd,2066.94979776957
LVA,Latvia,1995,gdp_per_capita_usd,2256.77360387054
LVA,Latvia,1996,gdp_per_capita_usd,2360.1714816213
LVA,Latvia,1997,gdp_per_capita_usd,2609.89308697195
LVA,Latvia,1998,gdp_per_capita_usd,2893.79998716563
LVA,Latvia,1999,gdp_per_capita_usd,3063.89794599707
LVA,Latvia,2000,gdp_per_capita_usd,3278.17896440803
LVA,Latvia,2001,gdp_per_capita_usd,3504.61829462397
LVA,Latvia,2002,gdp_per_capita_usd,4003.60935783538
LVA,Latvia,2003,gdp_per_capita_usd,4914.57992829302
LVA,Latvia,2004,gdp_per_capita_usd,6109.73265186817
LVA,Latvia,2005,gdp_per_capita_usd,7283.78738127622
LVA,Latvia,2006,gdp_per_capita_usd,9211.7374468148
LVA,Latvia,2007,gdp_per_capita_usd,13370.9789452508
LVA,Latvia,2008,gdp_per_capita_usd,15677.6080864506
LVA,Latvia,2009,gdp_per_capita_usd,11996.0322729773
LVA,Latvia,2010,gdp_per_capita_usd,11188.4191700977
LVA,Latvia,2011,gdp_per_capita_usd,12902.574053337
LVA,Latvia,2012,gdp_per_capita_usd,13329.3499931271
LVA,Latvia,2013,gdp_per_capita_usd,14484.4715282132
LVA,Latvia,2014,gdp_per_capita_usd,15185.814581236
LVA,Latvia,2015,gdp_per_capita_usd,13321.9753140616
LVA,Latvia,2016,gdp_per_capita_usd,13838.5266823272
LVA,Latvia,2017,gdp_per_capita_usd,15132.4958333982
LVA,Latvia,2018,gdp_per_capita_usd,17252.1710428626
LVA,Latvia,2019,gdp_per_capita_usd,17294.9751600969
LVA,Latvia,2020,gdp_per_capita_usd,17564.2321549354
LVA,Latvia,2021,gdp_per_capita_usd,20261.8887788916
LVA,Latvia,2022,gdp_per_capita_usd,20227.2307431581
LVA,Latvia,2023,gdp_per_capita_usd,22675.5786295407
LBN,Lebanon,1990,gdp_per_capita_usd,789.526338484738
LBN,Lebanon,1991,gdp_per_capita_usd,1278.42125745633
LBN,Lebanon,1992,gdp_per_capita_usd,1559.38100628446
LBN,Lebanon,1993,gdp_per_capita_usd,2078.63864215562
LBN,Lebanon,1994,gdp_per_capita_usd,2467.76942720577
LBN,Lebanon,1995,gdp_per_capita_usd,2958.74263957462
LBN,Lebanon,1996,gdp_per_capita_usd,3393.05090749359
LBN,Lebanon,1997,gdp_per_capita_usd,3834.0590787531
LBN,Lebanon,1998,gdp_per_capita_usd,4124.85527892575
LBN,Lebanon,1999,gdp_per_capita_usd,4086.93872789633
LBN,Lebanon,2000,gdp_per_capita_usd,3986.83513941026
LBN,Lebanon,2001,gdp_per_capita_usd,4009.55929751102
LBN,Lebanon,2002,gdp_per_capita_usd,4290.85283803266
LBN,Lebanon,2003,gdp_per_capita_usd,4437.71588507526
LBN,Lebanon,2004,gdp_per_capita_usd,4600.68371412993
LBN,Lebanon,2005,gdp_per_capita_usd,4602.19804637945
LBN,Lebanon,2006,gdp_per_capita_usd,4635.2514117486
LBN,Lebanon,2007,gdp_per_capita_usd,5125.25809960149
LBN,Lebanon,2008,gdp_per_capita_usd,5912.04532820842
LBN,Lebanon,2009,gdp_per_capita_usd,7090.85493856621
LBN,Lebanon,2010,gdp_per_capita_usd,7625.81051551165
LBN,Lebanon,2011,gdp_per_capita_usd,7834.96257108993
LBN,Lebanon,2012,gdp_per_capita_usd,8406.98405608118
LBN,Lebanon,2013,gdp_per_capita_usd,8162.37929361396
LBN,Lebanon,2014,gdp_per_capita_usd,7577.6413302369
LBN,Lebanon,2015,gdp_per_capita_usd,7714.1099998804
LBN,Lebanon,2016,gdp_per_capita_usd,8089.012088155
LBN,Lebanon,2017,gdp_per_capita_usd,8608.21084982387
LBN,Lebanon,2018,gdp_per_capita_usd,9174.53666204759
LBN,Lebanon,2019,gdp_per_capita_usd,8905.88005497437
LBN,Lebanon,2020,gdp_per_capita_usd,5561.19166950397
LBN,Lebanon,2021,gdp_per_capita_usd,4045.37391066234
LBN,Lebanon,2022,gdp_per_capita_usd,3654.35845534878
LBN,Lebanon,2023,gdp_per_capita_usd,3477.72489842684
LSO,Lesotho,1990,gdp_per_capita_usd,329.563785157203
LSO,Lesotho,1991,gdp_per_capita_usd,382.291247739142
LSO,Lesotho,1992,gdp_per_capita_usd,443.624297195576
LSO,Lesotho,1993,gdp_per_capita_usd,439.365410681482
LSO,Lesotho,1994,gdp_per_capita_usd,455.593586203956
LSO,Lesotho,1995,gdp_per_capita_usd,513.413448796175
LSO,Lesotho,1996,gdp_per_capita_usd,479.671394625707
LSO,Lesotho,1997,gdp_per_capita_usd,501.981388900965
LSO,Lesotho,1998,gdp_per_capita_usd,464.683745548265
LSO,Lesotho,1999,gdp_per_capita_usd,455.650054387377
LSO,Lesotho,2000,gdp_per_capita_usd,442.779545779081
LSO,Lesotho,2001,gdp_per_capita_usd,412.677473676821
LSO,Lesotho,2002,gdp_per_capita_usd,388.92334985135
LSO,Lesotho,2003,gdp_per_capita_usd,583.270036200288
LSO,Lesotho,2004,gdp_per_capita_usd,766.685820928242
LSO,Lesotho,2005,gdp_per_capita_usd,861.381496414995
LSO,Lesotho,2006,gdp_per_capita_usd,925.467485502842
LSO,Lesotho,2007,gdp_per_capita_usd,861.188420899563
LSO,Lesotho,2008,gdp_per_capita_usd,898.482517882593
LSO,Lesotho,2009,gdp_per_capita_usd,878.847950537772
LSO,Lesotho,2010,gdp_per_capita_usd,1119.47557793042
LSO,Lesotho,2011,gdp_per_capita_usd,1280.73390931581
LSO,Lesotho,2012,gdp_per_capita_usd,1217.93071228944
LSO,Lesotho,2013,gdp_per_capita_usd,1151.03735837227
LSO,Lesotho,2014,gdp_per_capita_usd,1173.5377928819
LSO,Lesotho,2015,gdp_per_capita_usd,1121.19851342518
LSO,Lesotho,2016,gdp_per_capita_usd,992.491840678465
LSO,Lesotho,2017,gdp_per_capita_usd,1069.36673247542
LSO,Lesotho,2018,gdp_per_capita_usd,1170.65569702819
LSO,Lesotho,2019,gdp_per_capita_usd,1082.05706777516
LSO,Lesotho,2020,gdp_per_capita_usd,918.582577421982
LSO,Lesotho,2021,gdp_per_capita_usd,1066.58643600093
LSO,Lesotho,2022,gdp_per_capita_usd,1030.12579628833
LSO,Lesotho,2023,gdp_per_capita_usd,916.282970463888
LBR,Liberia,1990,gdp_per_capita_usd,172.867610123278
LBR,Liberia,1991,gdp_per_capita_usd,177.867006590279
LBR,Liberia,1992,gdp_per_capita_usd,107.842801384441
LBR,Liberia,1993,gdp_per_capita_usd,74.4272028642409
LBR,Liberia,1994,gdp_per_capita_usd,61.490431307467
LBR,Liberia,1995,gdp_per_capita_usd,62.1438140627579
LBR,Liberia,1996,gdp_per_capita_usd,71.4065248720036
LBR,Liberia,1997,gdp_per_capita_usd,122.627993745516
LBR,Liberia,1998,gdp_per_capita_usd,134.675393352518
LBR,Liberia,1999,gdp_per_capita_usd,156.573166945696
LBR,Liberia,2000,gdp_per_capita_usd,298.485340578945
LBR,Liberia,2001,gdp_per_capita_usd,300.463828598983
LBR,Liberia,2002,gdp_per_capita_usd,299.536445539621
LBR,Liberia,2003,gdp_per_capita_usd,239.779556677091
LBR,Liberia,2004,gdp_per_capita_usd,284.140223992458
LBR,Liberia,2005,gdp_per_capita_usd,287.487333441381
LBR,Liberia,2006,gdp_per_capita_usd,320.55808618515
LBR,Liberia,2007,gdp_per_capita_usd,374.211308104278
LBR,Liberia,2008,gdp_per_capita_usd,451.713856283285
LBR,Liberia,2009,gdp_per_capita_usd,448.386367025545
LBR,Liberia,2010,gdp_per_capita_usd,492.252808033724
LBR,Liberia,2011,gdp_per_capita_usd,568.087865520004
LBR,Liberia,2012,gdp_per_capita_usd,638.368751462083
LBR,Liberia,2013,gdp_per_capita_usd,710.744570927863
LBR,Liberia,2014,gdp_per_capita_usd,706.714490064507
LBR,Liberia,2015,gdp_per_capita_usd,692.590082351257
LBR,Liberia,2016,gdp_per_capita_usd,714.613063145659
LBR,Liberia,2017,gdp_per_capita_usd,699.269095727404
LBR,Liberia,2018,gdp_per_capita_usd,692.203127129794
LBR,Liberia,2019,gdp_per_capita_usd,658.164180770507
LBR,Liberia,2020,gdp_per_capita_usd,616.787867006715
LBR,Liberia,2021,gdp_per_capita_usd,667.96610514319
LBR,Liberia,2022,gdp_per_capita_usd,744.617175237387
LBR,Liberia,2023,gdp_per_capita_usd,799.194470229642
LBY,Libya,1990,gdp_per_capita_usd,6502.27886565421
LBY,Libya,1991,gdp_per_capita_usd,7039.83391970596
LBY,Libya,1992,gdp_per_capita_usd,7302.68908679226
LBY,Libya,1993,gdp_per_capita_usd,6477.87035840641
LBY,Libya,1994,gdp_per_capita_usd,5933.29121354077
LBY,Libya,1995,gdp_per_capita_usd,5205.25706378741
LBY,Libya,1996,gdp_per_capita_usd,5591.02027544558
LBY,Libya,1997,gdp_per_capita_usd,6061.81366033598
LBY,Libya,1998,gdp_per_capita_usd,5301.08354775559
LBY,Libya,1999,gdp_per_capita_usd,6894.51875534758
LBY,Libya,2000,gdp_per_capita_usd,7214.10040377084
LBY,Libya,2001,gdp_per_capita_usd,6312.80030498965
LBY,Libya,2002,gdp_per_capita_usd,3718.29434696755
LBY,Libya,2003,gdp_per_capita_usd,4674.09943200321
LBY,Libya,2004,gdp_per_capita_usd,5773.76333234281
LBY,Libya,2005,gdp_per_capita_usd,8079.24957329001
LBY,Libya,2006,gdp_per_capita_usd,10048.8480434289
LBY,Libya,2007,gdp_per_capita_usd,11144.9448413435
LBY,Libya,2008,gdp_per_capita_usd,13906.1407818125
LBY,Libya,2009,gdp_per_capita_usd,9551.05403869755
LBY,Libya,2010,gdp_per_capita_usd,11600.9068649472
LBY,Libya,2011,gdp_per_capita_usd,7593.8391525702
LBY,Libya,2012,gdp_per_capita_usd,14975.8902795144
LBY,Libya,2013,gdp_per_capita_usd,11951.7134126011
LBY,Libya,2014,gdp_per_capita_usd,8926.42074591474
LBY,Libya,2015,gdp_per_capita_usd,7458.48917756374
LBY,Libya,2016,gdp_per_capita_usd,7525.80299308216
LBY,Libya,2017,gdp_per_capita_usd,9965.83236729757
LBY,Libya,2018,gdp_per_capita_usd,11196.5854810844
LBY,Libya,2019,gdp_per_capita_usd,9963.19489084483
LBY,Libya,2020,gdp_per_capita_usd,6650.33810585348
LBY,Libya,2021,gdp_per_capita_usd,4935.82787349801
LBY,Libya,2022,gdp_per_capita_usd,5986.63694851258
LBY,Libya,2023,gdp_per_capita_usd,6172.81246940233
LIE,Liechtenstein,1990,gdp_per_capita_usd,49457.5609343203
LIE,Liechtenstein,1991,gdp_per_capita_usd,50811.7464531317
LIE,Liechtenstein,1992,gdp_per_capita_usd,55057.1110625654
LIE,Liechtenstein,1993,gdp_per_capita_usd,55604.5479972049
LIE,Liechtenstein,1994,gdp_per_capita_usd,63935.9902445462
LIE,Liechtenstein,1995,gdp_per_capita_usd,78909.7043377718
LIE,Liechtenstein,1996,gdp_per_capita_usd,80688.7182490376
LIE,Liechtenstein,1997,gdp_per_capita_usd,73590.8620289713
LIE,Liechtenstein,1998,gdp_per_capita_usd,78302.9905905848
LIE,Liechtenstein,1999,gdp_per_capita_usd,82682.284882177
LIE,Liechtenstein,2000,gdp_per_capita_usd,76087.911114202
LIE,Liechtenstein,2001,gdp_per_capita_usd,75067.8001680043
LIE,Liechtenstein,2002,gdp_per_capita_usd,79795.1785891101
LIE,Liechtenstein,2003,gdp_per_capita_usd,90108.3673647008
LIE,Liechtenstein,2004,gdp_per_capita_usd,100280.831356705
LIE,Liechtenstein,2005,gdp_per_capita_usd,105295.057027611
LIE,Liechtenstein,2006,gdp_per_capita_usd,114167.939211301
LIE,Liechtenstein,2007,gdp_per_capita_usd,130492.595349517
LIE,Liechtenstein,2008,gdp_per_capita_usd,143249.227302093
LIE,Liechtenstein,2009,gdp_per_capita_usd,126024.714567466
LIE,Liechtenstein,2010,gdp_per_capita_usd,141089.812849014
LIE,Liechtenstein,2011,gdp_per_capita_usd,158066.369379163
LIE,Liechtenstein,2012,gdp_per_capita_usd,148842.035144342
LIE,Liechtenstein,2013,gdp_per_capita_usd,172823.607794648
LIE,Liechtenstein,2014,gdp_per_capita_usd,178735.153020908
LIE,Liechtenstein,2015,gdp_per_capita_usd,167187.15730982
LIE,Liechtenstein,2016,gdp_per_capita_usd,165375.491396259
LIE,Liechtenstein,2017,gdp_per_capita_usd,170547.092298954
LIE,Liechtenstein,2018,gdp_per_capita_usd,174988.775083446
LIE,Liechtenstein,2019,gdp_per_capita_usd,166907.839305016
LIE,Liechtenstein,2020,gdp_per_capita_usd,164671.093553454
LIE,Liechtenstein,2021,gdp_per_capita_usd,201944.830335076
LIE,Liechtenstein,2022,gdp_per_capita_usd,186821.881757157
LIE,Liechtenstein,2023,gdp_per_capita_usd,207973.617746758
LTU,Lithuania,1995,gdp_per_capita_usd,2182.69156931505
LTU,Lithuania,1996,gdp_per_capita_usd,2340.67545970008
LTU,Lithuania,1997,gdp_per_capita_usd,2844.16286797492
LTU,Lithuania,1998,gdp_per_capita_usd,3180.64498555255
LTU,Lithuania,1999,gdp_per_capita_usd,3127.51176667183
LTU,Lithuania,2000,gdp_per_capita_usd,3300.63634928559
LTU,Lithuania,2001,gdp_per_capita_usd,3532.52787363242
LTU,Lithuania,2002,gdp_per_capita_usd,4148.13091485015
LTU,Lithuania,2003,gdp_per_capita_usd,5507.47434187652
LTU,Lithuania,2004,gdp_per_capita_usd,6734.57487061946
LTU,Lithuania,2005,gdp_per_capita_usd,7857.03148786492
LTU,Lithuania,2006,gdp_per_capita_usd,9210.10118229413
LTU,Lithuania,2007,gdp_per_capita_usd,12295.1212779366
LTU,Lithuania,2008,gdp_per_capita_usd,14955.5345462921
LTU,Lithuania,2009,gdp_per_capita_usd,11854.3711053096
LTU,Lithuania,2010,gdp_per_capita_usd,11829.122609457
LTU,Lithuania,2011,gdp_per_capita_usd,14261.8433787325
LTU,Lithuania,2012,gdp_per_capita_usd,14288.1853493139
LTU,Lithuania,2013,gdp_per_capita_usd,15636.5252586048
LTU,Lithuania,2014,gdp_per_capita_usd,16446.1647181663
LTU,Lithuania,2015,gdp_per_capita_usd,14269.8039878287
LTU,Lithuania,2016,gdp_per_capita_usd,14934.2702840428
LTU,Lithuania,2017,gdp_per_capita_usd,16800.1510246099
LTU,Lithuania,2018,gdp_per_capita_usd,19247.2315367967
LTU,Lithuania,2019,gdp_per_capita_usd,19608.7943945553
LTU,Lithuania,2020,gdp_per_capita_usd,20428.6478157394
LTU,Lithuania,2021,gdp_per_capita_usd,23870.4594851722
LTU,Lithuania,2022,gdp_per_capita_usd,25085.784063499
LTU,Lithuania,2023,gdp_per_capita_usd,27786.0057829276
LUX,Luxembourg,1990,gdp_per_capita_usd,33465.478207919
LUX,Luxembourg,1991,gdp_per_capita_usd,35747.3377992066
LUX,Luxembourg,1992,gdp_per_capita_usd,39570.8615665986
LUX,Luxembourg,1993,gdp_per_capita_usd,40066.7242518773
LUX,Luxembourg,1994,gdp_per_capita_usd,43933.235442736
LUX,Luxembourg,1995,gdp_per_capita_usd,51032.349635318
LUX,Luxembourg,1996,gdp_per_capita_usd,50444.3591236175
LUX,Luxembourg,1997,gdp_per_capita_usd,46641.6408754876
LUX,Luxembourg,1998,gdp_per_capita_usd,47445.3810812051
LUX,Luxembourg,1999,gdp_per_capita_usd,50872.4492684624
LUX,Luxembourg,2000,gdp_per_capita_usd,48659.5988753233
LUX,Luxembourg,2001,gdp_per_capita_usd,48440.1420151355
LUX,Luxembourg,2002,gdp_per_capita_usd,53005.7339209179
LUX,Luxembourg,2003,gdp_per_capita_usd,65689.3214536911
LUX,Luxembourg,2004,gdp_per_capita_usd,76544.9170868473
LUX,Luxembourg,2005,gdp_per_capita_usd,80988.1376230858
LUX,Luxembourg,2006,gdp_per_capita_usd,90788.8004876145
LUX,Luxembourg,2007,gdp_per_capita_usd,107475.320297978
LUX,Luxembourg,2008,gdp_per_capita_usd,120422.137934157
LUX,Luxembourg,2009,gdp_per_capita_usd,109419.746953106
LUX,Luxembourg,2010,gdp_per_capita_usd,110885.991378721
LUX,Luxembourg,2011,gdp_per_capita_usd,119025.057203467
LUX,Luxembourg,2012,gdp_per_capita_usd,112584.676270958
LUX,Luxembourg,2013,gdp_per_capita_usd,120000.140729859
LUX,Luxembourg,2014,gdp_per_capita_usd,123678.702143275
LUX,Luxembourg,2015,gdp_per_capita_usd,105462.012584423
LUX,Luxembourg,2016,gdp_per_capita_usd,106899.293549552
LUX,Luxembourg,2017,gdp_per_capita_usd,110193.213797228
LUX,Luxembourg,2018,gdp_per_capita_usd,116926.759593905
LUX,Luxembourg,2019,gdp_per_capita_usd,112696.649059674
LUX,Luxembourg,2020,gdp_per_capita_usd,116860.02817236
LUX,Luxembourg,2021,gdp_per_capita_usd,134965.815442152
LUX,Luxembourg,2022,gdp_per_capita_usd,123719.658915996
LUX,Luxembourg,2023,gdp_per_capita_usd,131407.681364513
MAC,"Macao SAR, China",1990,gdp_per_capita_usd,9692.43538809962
MAC,"Macao SAR, China",1991,gdp_per_capita_usd,10707.3786750774
MAC,"Macao SAR, China",1992,gdp_per_capita_usd,13249.8387410349
MAC,"Macao SAR, China",1993,gdp_per_capita_usd,14754.1825906333
MAC,"Macao SAR, China",1994,gdp_per_capita_usd,15905.2615421482
MAC,"Macao SAR, China",1995,gdp_per_capita_usd,17215.1178522275
MAC,"Macao SAR, China",1996,gdp_per_capita_usd,17289.5517956917
MAC,"Macao SAR, China",1997,gdp_per_capita_usd,17415.6982810978
MAC,"Macao SAR, China",1998,gdp_per_capita_usd,16097.0688851452
MAC,"Macao SAR, China",1999,gdp_per_capita_usd,15319.7717343472
MAC,"Macao SAR, China",2000,gdp_per_capita_usd,15731.9868750281
MAC,"Macao SAR, China",2001,gdp_per_capita_usd,15810.7227666562
MAC,"Macao SAR, China",2002,gdp_per_capita_usd,16814.9926424134
MAC,"Macao SAR, China",2003,gdp_per_capita_usd,18589.8998330534
MAC,"Macao SAR, China",2004,gdp_per_capita_usd,23407.1993692194
MAC,"Macao SAR, China",2005,gdp_per_capita_usd,25681.2167315221
MAC,"Macao SAR, China",2006,gdp_per_capita_usd,29813.7877167933
MAC,"Macao SAR, China",2007,gdp_per_capita_usd,35400.2334659409
MAC,"Macao SAR, China",2008,gdp_per_capita_usd,38888.5118044503
MAC,"Macao SAR, China",2009,gdp_per_capita_usd,40351.0035623363
MAC,"Macao SAR, China",2010,gdp_per_capita_usd,52591.8035225196
MAC,"Macao SAR, China",2011,gdp_per_capita_usd,67041.2823092952
MAC,"Macao SAR, China",2012,gdp_per_capita_usd,76051.6312325843
MAC,"Macao SAR, China",2013,gdp_per_capita_usd,87069.767003344
MAC,"Macao SAR, China",2014,gdp_per_capita_usd,88310.8119567344
MAC,"Macao SAR, China",2015,gdp_per_capita_usd,70070.2918001631
MAC,"Macao SAR, China",2016,gdp_per_capita_usd,69074.0363049212
MAC,"Macao SAR, China",2017,gdp_per_capita_usd,77704.9215312666
MAC,"Macao SAR, China",2018,gdp_per_capita_usd,83761.8171798142
MAC,"Macao SAR, China",2019,gdp_per_capita_usd,81967.699172769
MAC,"Macao SAR, China",2020,gdp_per_capita_usd,36976.2561071429
MAC,"Macao SAR, China",2021,gdp_per_capita_usd,45376.314586156
MAC,"Macao SAR, China",2022,gdp_per_capita_usd,36909.9564090312
MAC,"Macao SAR, China",2023,gdp_per_capita_usd,67476.5290813306
MDG,Madagascar,1990,gdp_per_capita_usd,326.099253221978
MDG,Madagascar,1991,gdp_per_capita_usd,262.024402380479
MDG,Madagascar,1992,gdp_per_capita_usd,290.2120463948
MDG,Madagascar,1993,gdp_per_capita_usd,307.887603096441
MDG,Madagascar,1994,gdp_per_capita_usd,258.723806434505
MDG,Madagascar,1995,gdp_per_capita_usd,273.149653945976
MDG,Madagascar,1996,gdp_per_capita_usd,339.877283663608
MDG,Madagascar,1997,gdp_per_capita_usd,284.371843967244
MDG,Madagascar,1998,gdp_per_capita_usd,284.192923139852
MDG,Madagascar,1999,gdp_per_capita_usd,267.360530991414
MDG,Madagascar,2000,gdp_per_capita_usd,280.282905559649
MDG,Madagascar,2001,gdp_per_capita_usd,319.283278235657
MDG,Madagascar,2002,gdp_per_capita_usd,304.941777398445
MDG,Madagascar,2003,gdp_per_capita_usd,352.620095849925
MDG,Madagascar,2004,gdp_per_capita_usd,272.20074858856
MDG,Madagascar,2005,gdp_per_capita_usd,305.812074924388
MDG,Madagascar,2006,gdp_per_capita_usd,324.146874882604
MDG,Madagascar,2007,gdp_per_capita_usd,419.548001431865
MDG,Madagascar,2008,gdp_per_capita_usd,512.579800058444
MDG,Madagascar,2009,gdp_per_capita_usd,446.315238370592
MDG,Madagascar,2010,gdp_per_capita_usd,450.009391645726
MDG,Madagascar,2011,gdp_per_capita_usd,506.163691559309
MDG,Madagascar,2012,gdp_per_capita_usd,493.511162904211
MDG,Madagascar,2013,gdp_per_capita_usd,515.301589361832
MDG,Madagascar,2014,gdp_per_capita_usd,505.684922503435
MDG,Madagascar,2015,gdp_per_capita_usd,445.320069480568
MDG,Madagascar,2016,gdp_per_capita_usd,453.970714522463
MDG,Madagascar,2017,gdp_per_capita_usd,491.866848718929
MDG,Madagascar,2018,gdp_per_capita_usd,500.45718552916
MDG,Madagascar,2019,gdp_per_capita_usd,499.818837622534
MDG,Madagascar,2020,gdp_per_capita_usd,450.771615201509
MDG,Madagascar,2021,gdp_per_capita_usd,483.469463351371
MDG,Madagascar,2022,gdp_per_capita_usd,503.514533472879
MDG,Madagascar,2023,gdp_per_capita_usd,508.718427705736
MWI,Malawi,1990,gdp_per_capita_usd,286.730598968269
MWI,Malawi,1991,gdp_per_capita_usd,325.75273105931
MWI,Malawi,1992,gdp_per_capita_usd,258.393430877557
MWI,Malawi,1993,gdp_per_capita_usd,293.016883079922
MWI,Malawi,1994,gdp_per_capita_usd,169.196526919639
MWI,Malawi,1995,gdp_per_capita_usd,200.362370007247
MWI,Malawi,1996,gdp_per_capita_usd,320.662735559137
MWI,Malawi,1997,gdp_per_capita_usd,366.954461274104
MWI,Malawi,1998,gdp_per_capita_usd,236.045479450504
MWI,Malawi,1999,gdp_per_capita_usd,233.935986197873
MWI,Malawi,2000,gdp_per_capita_usd,224.22415918428
MWI,Malawi,2001,gdp_per_capita_usd,215.474524898357
MWI,Malawi,2002,gdp_per_capita_usd,428.210439838398
MWI,Malawi,2003,gdp_per_capita_usd,383.348596852642
MWI,Malawi,2004,gdp_per_capita_usd,404.674248445428
MWI,Malawi,2005,gdp_per_capita_usd,414.361121984475
MWI,Malawi,2006,gdp_per_capita_usd,440.822149023873
MWI,Malawi,2007,gdp_per_capita_usd,475.180261659331
MWI,Malawi,2008,gdp_per_capita_usd,554.048820396119
MWI,Malawi,2009,gdp_per_capita_usd,625.869729869625
MWI,Malawi,2010,gdp_per_capita_usd,683.124694716799
MWI,Malawi,2011,gdp_per_capita_usd,763.061000394572
MWI,Malawi,2012,gdp_per_capita_usd,558.46208832772
MWI,Malawi,2013,gdp_per_capita_usd,496.947368267313
MWI,Malawi,2014,gdp_per_capita_usd,529.5133440206
MWI,Malawi,2015,gdp_per_capita_usd,539.605363240686
MWI,Malawi,2016,gdp_per_capita_usd,450.506105510719
MWI,Malawi,2017,gdp_per_capita_usd,495.769683367165
MWI,Malawi,2018,gdp_per_capita_usd,533.203173686705
MWI,Malawi,2019,gdp_per_capita_usd,580.889816066776
MWI,Malawi,2020,gdp_per_capita_usd,602.507478176106
MWI,Malawi,2021,gdp_per_capita_usd,617.447520802454
MWI,Malawi,2022,gdp_per_capita_usd,604.269751184515
MWI,Malawi,2023,gdp_per_capita_usd,602.343619809252
MYS,Malaysia,1990,gdp_per_capita_usd,2468.69080320116
MYS,Malaysia,1991,gdp_per_capita_usd,2679.20101106745
MYS,Malaysia,1992,gdp_per_capita_usd,3141.43321987651
MYS,Malaysia,1993,gdp_per_capita_usd,3461.99504214189
MYS,Malaysia,1994,gdp_per_capita_usd,3757.65292858601
MYS,Malaysia,1995,gdp_per_capita_usd,4363.14458333034
MYS,Malaysia,1996,gdp_per_capita_usd,4837.16897250768
MYS,Malaysia,1997,gdp_per_capita_usd,4678.56390058182
MYS,Malaysia,1998,gdp_per_capita_usd,3294.30978444095
MYS,Malaysia,1999,gdp_per_capita_usd,3527.81581379249
MYS,Malaysia,2000,gdp_per_capita_usd,4083.52874483605
MYS,Malaysia,2001,gdp_per_capita_usd,3943.79943910239
MYS,Malaysia,2002,gdp_per_capita_usd,4184.03163773539
MYS,Malaysia,2003,gdp_per_capita_usd,4465.32194567208
MYS,Malaysia,2004,gdp_per_capita_usd,4939.24851854427
MYS,Malaysia,2005,gdp_per_capita_usd,5555.58179951206
MYS,Malaysia,2006,gdp_per_capita_usd,6158.40785533236
MYS,Malaysia,2007,gdp_per_capita_usd,7168.93031942508
MYS,Malaysia,2008,gdp_per_capita_usd,8371.82156086005
MYS,Malaysia,2009,gdp_per_capita_usd,7191.43287234626
MYS,Malaysia,2010,gdp_per_capita_usd,8899.34505544675
MYS,Malaysia,2011,gdp_per_capita_usd,10217.1068585031
MYS,Malaysia,2012,gdp_per_capita_usd,10600.5744240026
MYS,Malaysia,2013,gdp_per_capita_usd,10713.6407638899
MYS,Malaysia,2014,gdp_per_capita_usd,11013.3107334403
MYS,Malaysia,2015,gdp_per_capita_usd,9648.6797937523
MYS,Malaysia,2016,gdp_per_capita_usd,9476.53409809923
MYS,Malaysia,2017,gdp_per_capita_usd,9862.54806612235
MYS,Malaysia,2018,gdp_per_capita_usd,10901.8019954421
MYS,Malaysia,2019,gdp_per_capita_usd,10920.191763972
